[2026-05-14 02:00:00.184] [37016433] [INFO] [L3701643319T20260514020000183R16035] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405636413701085600047965C9BDB6AB370100011651202604012036040110200100000000000000000004C2B34242383336313500000000040B00176B080C08660007760008C50010BD024C56424A334A3056375345303434353636B8A3CCEFC5C6424A3130343545564A41FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFFC7676C9BDB6AB370100011751370125052361000538362026040120360401C2B34242383336313500000000040BAA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FF0000104900AA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FFC9BDB6AB370100011751370125052361000538360001001328001049000A018092000000000013280A001049D3319D176F137BB5000000220000002200017786951999220101000000000000000000290B
[2026-05-14 02:41:17.850] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_3701643319_20260514024117849.json","bizContent":"{\"code\":1,\"codeInfo\":\"根据车牌[鲁VP9930]查询称重信息查询无记录，vehicleId：鲁VP9930_1\",\"receiveTime\":\"2026-05-14T02:41:17.849\",\"msgId\":\"37016433192026051402089962\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.850] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询治超系统称重数据 未查询到鲁VP9930_1的称重信息
[2026-05-14 02:41:17.850] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |比对入出口车牌是否一致 0019文件车牌：鲁VP9930；OBU内车牌：鲁VP9930；一致
[2026-05-14 02:41:17.851] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询车辆是否重取TAC 该车辆上次入口站：37018E11，上次通行状态：01，上次通行时间：2026-05-14 01:59:22；非重取TAC车辆
[2026-05-14 02:41:17.851] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643319_20260514024117851.json","sign":"NONE","bizContent":{"msgId":"37016433192026051402089963","hex":"37018E1102","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.853] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_3701643319_20260514024117853.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37018E11\",\"stationId\":\"S0030370030010\",\"stationName\":\"山东董家口站\",\"tollLaneHex\":\"37018E1102\",\"tollLaneId\":\"S00303700300104010020\",\"receiveTime\":\"2026-05-14T02:41:17.853\",\"msgId\":\"37016433192026051402089963\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.853] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |判断入口信息是否有效 入口站：37018E11，入口车道37018E1102；查询到入口站名称：山东董家口站；入口信息合法
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |判断入口信息是否有效 0019文件中入口时间：2026-05-14T01:59:22；通行状态为：01；入口路网号为：3701；入口站为：8E11；前3位字节为：AA2900；入口信息有效
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询OBU入口信息是否有效 EF04内入口站为：8E11，入口时间为：2026-05-14 01:59:22；通行省份个数为：1；第320－322字节为：AA2900；有效
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡与OBU EF04内卡片文件是否一致 EF04内卡号为：2304232168249082，0015内卡号为：2304232168249082；一致，
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡与OBU EF04内卡片文件是否一致 EF04内入口站为：8E11，入口时间为：2026-05-14 01:59:22；0019内入口站为：8E11，入口时间为：2026-05-14 01:59:22，一致
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询入出口车型是否一致 0019文件车型：14；OBU内车型：14；一致
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |判断是否为反向车辆 该车辆上次入口站：37018E11，上次通行状态：01，上次通行时间：2026-05-14 01:59:22；非反向车辆
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |判断是否为U转车辆 该车辆上次入口站：37018E11，上次通行状态：01，上次通行时间：2026-05-14 01:59:22；非U转车辆
[2026-05-14 02:41:17.854] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询节假日免费时段信息 请求：{"filename":"FREE_TIME_LIST_REQ_3701643319_20260514024117854.json","sign":"NONE","bizContent":{"msgId":"37016433192026051402089964"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.856] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询节假日免费时段信息 响应：{"filename":"FREE_TIME_LIST_RES_3701643319_20260514024117856.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"freeTime\":[{\"spare4\":\"81\",\"spare3\":\"1\",\"beginTime\":\"2026-02-15T00:00:00\",\"endTime\":\"2026-02-24T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"春节\"},{\"spare4\":\"82\",\"spare3\":\"1\",\"beginTime\":\"2026-04-04T00:00:00\",\"endTime\":\"2026-04-07T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"清明节\"},{\"spare4\":\"83\",\"spare3\":\"1\",\"beginTime\":\"2026-05-01T00:00:00\",\"endTime\":\"2026-05-06T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"劳动节\"},{\"spare4\":\"84\",\"spare3\":\"1\",\"beginTime\":\"2026-10-01T00:00:00\",\"endTime\":\"2026-10-08T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"国庆节\"}],\"receiveTime\":\"2026-05-14T02:41:17.856\",\"msgId\":\"37016433192026051402089964\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.857] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |判断是否为节假日车辆 车型：14，出口时间：2026-05-14T02:41:17；非节假日车辆
[2026-05-14 02:41:17.857] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |比对车型识别数据与OBU入口信息的车型、轴数否一致 车型识别设备中的车型_轴数为：14_4；OBU入口信息中的车型_轴数为：14_4；一致
[2026-05-14 02:41:17.857] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |比对车型识别数据和OBU发行信息中的车型_轴数是否一致 车型识别数据中的车型_轴数为：14_4；OBU发行信息中的车型_轴数为：14_4；一致
[2026-05-14 02:41:17.857] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_3701643319_20260514024117857.json","sign":"NONE","bizContent":{"msgId":"37016433192026051402089965"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.859] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_3701643319_20260514024117858.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051101_2026-05-11T12:00:01\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"37016433192026051402089965\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70514011_2026-05-14T02:30:05\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260514_2026-05-14T01:00:23\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70514032_2026-05-14T02:35:01\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051411_2026-05-14T02:30:01\",\"emergencyAppointVersion\":\"26051411_2026-05-14T02:30:01\",\"receiveTime\":\"2026-05-14 02:41:17.858\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051365_2026-05-13T16:00:01\",\"greenTrafficVersion\":\"26051411_2026-05-14T02:30:01\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.860] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |鲁VP9930_1校验结束---
[2026-05-14 02:41:17.860] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道MTC出口交易受理--校验通过，车辆鲁VP9930开始进行计费
[2026-05-14 02:41:17.860] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送计费服务数据] |调用出口计费服务 请求：{"filename":"BASIC_FEE_EXCALC_REQ_3701643319_20260514024117860.json","auth":"cvicse","bizContent":{"cPUCardType":23,"cPUVersion":40,"eTCCARD0002":"4192853957","eTCCARD0015":"C9BDB6AB370100011740370123042321682490822025053120350531C2B35650393933300000000000010E","eTCCARD0019":"AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FF00002263","enAxleCount":4,"enStationHex":"37018E11","enStationId":"S0030370030010","enTime":"2026-05-14T01:59:22","enTollLaneId":"S00303700300104010020","enVehicleType":14,"exAxleCount":4,"exStationHex":"37016433","exStationId":"G0015370050030","exTime":"2026-05-14T02:41:17","exTollLaneId":"G00153700500302020040","exVehicleType":14,"isDiscount":1,"issuerId":"370101","mediaNo":"3701024424614072","mediaType":1,"msgId":"37016433192026051402089959","oBUEF01":"C2B35650393933300000000000010E002EE00A280F960041E60036B000791802000000000000000015BDF79EC76D068379000000000000000000AFC0540075C353FFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000000000000000","oBUEF04":"AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FFC9BDB6AB370100011740370123042321682490820001002875002263000600D4850000000000287506002263184D412777551530","passId":"013701230423216824908220260514015922","pathInfo":[{"gantryHex":"3D730A","gantryType":"1","passTime":"2026-05-14 02:38:23"}],"pathInfoEdited":"0","preBalance":4192853957,"spare2":2,"spare4":"1","transPayType":1,"validShortFee":1,"vehicleClass":0,"vehicleId":"鲁VP9930_1","vehicleSign":"0xff","vehicleUserType":0},"sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.875] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到计费服务数据] |调用出口计费服务 响应：{"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"billingVehicleType\":14,\"calCostTime\":9,\"checkCode\":\"%9p;@WFy|37018E11|2026-05-14T01:59:22|37016433|G00153700500302020040|1|3701024424614072|4|14|14|0|4|8803|10357|1554|54405|013701230423216824908220260514015922|0xff|1|14\",\"code\":\"0\",\"codeInfo\":\"计费成功\",\"cpcFeeInfo\":null,\"diffFeeInfo\":null,\"diffInfo\":null,\"diffState\":0,\"diffTotalDiscountFee\":null,\"diffTotalPayFee\":null,\"diffTotalRealFee\":null,\"discountType\":null,\"etcFeeInfo\":{\"discountFee\":1554,\"fee\":8803,\"feeInfo\":{\"cardFee\":0,\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000920010|T:2026-05-14T02:41:17|ES:37018E11|ET:2026-05-14T01:59:22|LG:3D730A|LT:2026-05-14 02:38:23|TT:1|PH:C2B356503939333000000000|PC:1|VT:14|EVT:14|EAC:4|TW:0|VSF:255|BH:|PSL:10357|RSL:8803|CN:3701|UT:0|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:0|vt:14|ac:4|ad:0|R:0,201,0=,0:0 ECODE:0x20000\",\"feeInfo2\":\"2\",\"feeInfo3\":\"3D730B|8803\",\"feeLogMsg\":null,\"feeMileage\":54405,\"feeProvBeginHexFit\":\"\",\"feeProvBeginTimeFit\":\"\",\"feeProvSumLocal\":8803,\"feeSpare1\":10357,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":14,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"tollIntervalIDs\":\"G0015370050009201\"},\"feeMileage\":54405,\"payFee\":10357},\"exitFeeType\":1,\"lanespinfo\":\"\",\"miniFeeInfo\":{\"calMinFeeFee\":10400,\"calMinFeeFee95\":8803,\"calMinFeeMileage\":54405,\"calMinFeediscountFee\":1597,\"feeInfo\":null,\"spcRateVersion\":\"26050902\",\"splitProvince\":[{\"calMinFeeFee\":10400,\"calMinFeeFee95\":8803,\"calMinFeeMileage\":54405,\"calMinFeediscountFee\":1597,\"discountFeeGroup\":\"0|0|0|0|0|0|0|0\",\"feeGroup\":\"564|1481|1401|2697|740|2919|555|0\",\"payFeeGroup\":\"564|1481|1401|2697|740|2919|555|0\",\"provinceId\":37,\"provincesDiscountFee\":null,\"rateVersion\":\"3720260509002|3720260509002\",\"tollIntervalsCount\":8,\"tollIntervalsGroup\":\"S003037003000110|G001537006001620|G001537006002620|G001537006002720|G001537006001020|G001537006001120|G001537006001220|G001537005000920\",\"transTimeGroup\":\"2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22|2026-05-14T01:59:22\"}]},\"msgId\":\"37016433192026051402089959\",\"onlineFeeInfo\":null,\"openFeeInfo\":null,\"originFee\":null,\"paraVer\":\"8420260509002\",\"preParaVer\":\"\",\"provinceDiscountFee\":null,\"rateVersion\":\"3720260509002|3720260509002\",\"receiveTime\":\"2026-05-14T02:41:17\",\"spcRateVersion\":\"26050902\",\"specialType\":\"\"}","filename":"BASIC_FEE_EXCALC_RES_3701643319_20260514024117863.json"}
[2026-05-14 02:41:17.876] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道MTC出口交易受理--车辆鲁VP9930计费成功
[2026-05-14 02:41:17.877] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送设备控制服务数据] |25车道发送指令到外设控制服务:FFFF000800000137E100000037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224B2327370102442461407200000000C2B356503939333000000000010E00040041E6005708011700002263000006120000226320260514024117000000000000AA290037016433196A04C5CD0E023D730B6A04C5CDC2B3565039393330000000000104FFFFFFFF000022635F000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000002000089C6
[2026-05-14 02:41:17.877] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道MTC出口交易受理--车辆鲁VP9930交易受理流程结束
[2026-05-14 02:41:18.107] [37016433] [INFO] [L3701643319T20260514024118107R26666] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易结果受理E2)为FFFF009000000073E20037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224B23273701024424614072C2B356503939333000000000012137000724E22026051402411709816D6DA705D60000E06EF9E9BD62001E2A3447A33D
[2026-05-14 02:41:18.107] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道交易结果受理--解析交易结果受理请求成功，开始处理
[2026-05-14 02:41:18.108] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道鲁VP9930已完成小班汇总,班次为G0015370050030202004020260513173446500303077
[2026-05-14 02:41:18.109] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|流水生成] |25车道MTC出口交易结果受理--车辆鲁VP9930交易成功，生成交易成功流水
[2026-05-14 02:41:18.109] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":46,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-14 06:00:00","etcCardCnt":77,"etcFee":3112994,"inductCnt":123,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"25","laneStatus":"1","msgId":"37016433192026051402089966","operId":"500303077","operName":"王欢","papCnt":0,"pushTime":"2026-05-14T02:41:18","shiftCode":6,"shiftName":"第三班","shiftTime":"2026-05-14 06:00:00","startTime":"2026-05-13 17:34:46","thirdIndemnity":0,"thirdPayFee":339555,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":123,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 02:41:18.109] [37016433] [INFO] [L3701643300T20260514024118109R26668] [ ] [处理流程|流水生成] |redis入库成功--key：MTCWASTE_WORKSUM3701643319,value：{"alipayCardFee":0,"alipayFee":0,"autoSwitchDate":1778709600000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030202004020260513173446500303077","blRoad":"23","cPCCnt":46,"cashCardFee":0,"cashFee":0,"cashFreeMoney":0,"cashRebateMoney":0,"cashRecordCnt":0,"chargeMode":1,"checkFlag":0,"checkTime":1778664886973,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"endTime":"2026-05-14T06:00:00","etcCardCnt":77,"etcCardFee":0,"etcFee":3112994,"exTollLaneHex":"3701643319","exTollStationHex":"37016433","finishFlag":false,"fworkDate":null,"gantrySerialNum":5106,"inductCnt":123,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"25","laneId":"G00153700500302020040","laneType":3,"laneTypeIdentification":8,"modifyFlag":null,"motorcadeFlag":false,"papCnt":0,"posFreeMoney":308645,"posRebateMoney":0,"serialNum":32,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-13T17:34:46","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","thirdCardFee":0,"thirdPayFee":339555,"ticketFee":0,"tollCollectorId":"500303077","tollCollectorName":"王欢","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"underGantryHex":"3D730B","underGantryId":"G001537005000920010","unifiedFee":0,"unipayCardFee":0,"unipayFee":0,"unpayCardCost":0,"vCnt":123,"weChatCardFee":0,"weChatFee":0,"workDate":"2026-05-13 00:00:00"}
