[2026-05-14 00:00:02.559] [37016433] [INFO] [L3701643351T20260514000002559R85805] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514000002559.json","sign":"NONE","bizContent":{"msgId":"37016433512026051400088851","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:00:02"}
[2026-05-14 00:44:20.340] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3301；标签号：3301082505033142；卡号：2505230208000533；车牌号：皖M6F039；车牌颜色：1
[2026-05-14 00:44:20.340] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_3701643302_20260514004420340.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089040","info":[{"cardId":"33012505230208000533","obuId":"3301082505033142","queryType":1},{"vehicleId":"皖M6F039_1","queryType":2},{"cardId":"33012505230208000533","vehicleId":"皖M6F039_1","queryType":3},{"vehicleId":"皖M6F039_1","queryType":4},{"vehicleId":"皖M6F039_1","queryType":5},{"vehicleId":"皖M6F039_1","queryType":6},{"laneType":7,"vehicleId":"皖M6F039_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.347] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_3701643302_20260514004420343.json","bizContent":"{\"receiveTime\":\"2026-05-14T00:44:20.343\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433022026051400089040\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:20.347] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡发行期是否过期 启用日期：2025-09-24 00:00:00；结束日期：2035-09-24 00:00:00；在有效期内
[2026-05-14 00:44:20.347] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡类型是否合法 卡类型：23；合法
[2026-05-14 00:44:20.347] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|发送名单服务数据] |查询区域编码信息 请求：{"filename":"ISSUER_LIST_REQ_3701643302_20260514004420347.json","sign":"NONE","bizContent":{"issuerNet":"3301","msgId":"37016433022026051400089041"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.349] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|收到名单服务数据] |查询区域编码信息 响应：{"filename":"ISSUER_LIST_RES_3701643302_20260514004420349.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"issuerInfo\":[{\"issuerId\":\"3301\",\"issuerNet\":\"3301\",\"briefName\":\"浙江\",\"fullName\":\"浙江\",\"startTime\":\"1900-01-01T00:00:00\",\"endTime\":\"2100-01-01T00:00:00\",\"factor\":\"浙江\"}],\"receiveTime\":\"2026-05-14T00:44:20.349\",\"msgId\":\"37016433022026051400089041\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:20.349] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡发行方是否有效 卡网络编号：3301；在区域编码字典中，发行方有效
[2026-05-14 00:44:20.349] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询卡签车牌是否一致 标签内车牌_颜色：皖M6F039_1；卡内车牌_颜色：皖M6F039_1；一致
[2026-05-14 00:44:20.349] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询卡签车型是否一致 标签内车型：13；卡内车型：13；一致
[2026-05-14 00:44:20.349] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询卡签发行方是否一致 标签内发行方：浙江；卡内发行方：浙江；一致
[2026-05-14 00:44:20.350] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询牌识数据 根据3701643302_皖M6F039_1查询到牌识数据：VlprInfo(msgId=37016433022026051400296023, pushTime=2026-05-14T00:44:18, picFlag=1, vprNo=null, picId=G0015370050030101002020260514000006, picTime=2026-05-14T00:44:16, plateNum=皖M6F039, plateColor=1, vehicleSpeed=0, vehicleModel=0000, vehicleColor=0, reliability=96, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 00:44:20.350] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询车轴型数据 根据3701643302_皖M6F039_1查询到车轴型数据：AxleInfo(picId=null, msgId=37016433022026051400296025, pushTime=2026-05-14T00:44:19, axleFlag=1, axleNum=20260514000002, axleTime=2026-05-14T00:01:12, identifyType=16, vehicleAxleInfo=000157, vehicleAxleCount=6, vehicleWheelBase=2720, vehicleLength=17470, vehicleWidth=2470, vehicleHeigth=3959, dangerousGoods=0, vehicleSpecial=0, plateNum=皖M6F039, plateColor=1, vehicleSpeed=10, vehicleModel=0000, vehicleColor=0, reliability=100, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 00:44:20.350] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|发送名单服务数据] |查询称重信息 请求：{"filename":"ENREFUSE_LIST_REQ_3701643302_20260514004420350.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089042","laneFlag":1,"vehicleId":"皖M6F039_1"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_3701643302_20260514004420351.json","bizContent":"{\"code\":1,\"codeInfo\":\"根据车牌[皖M6F039]查询称重信息查询无记录，vehicleId：皖M6F039_1\",\"receiveTime\":\"2026-05-14T00:44:20.351\",\"msgId\":\"37016433022026051400089042\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |查询治超系统称重数据 未查询到皖M6F039_1的称重信息
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |比对牌识信息和OBU内车牌信息是否一致 牌识信息内车牌_颜色：皖M6F039_1；OBU内车牌_颜色：皖M6F039_1；一致
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |判断入口货车称重数据有效性 该货车无称重数据，拒绝交易
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|有效性判断] |皖M6F039_1校验结束---
[2026-05-14 00:44:20.352] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039验证失败，拒绝交易
[2026-05-14 00:44:20.353] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|发送消息服务数据] |ETC交易结果共享推送去重处理：当前推送车辆皖M6F039_1，交易描述：称重数据缺失，已在2分钟内推送过相同数据，不再推送！
[2026-05-14 00:44:20.353] [37016433] [ERROR] [L3701643302T20260514004420336R96963] [3301082505033142] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/3701643302/Push/StationTransData]：{"discountfee":null,"enTollStationName":"山东王台站","fee":null,"feeVehicleId":"皖M6F039_1","feeVehicleType":13,"isEtcFlag":1,"msgId":"37016433022026051400089044","payFee":null,"payType":null,"sendTime":"2026-05-14T00:44:20","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"3701643302","tradeId":null,"transStatus":1,"transTime":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.353] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/StationTransData】：sDt6AaQIW/TayuSGpKWtGC1XekB1vZSl4ZYIP05rQ2fg4mMfF/AVOGEe/FjMy8JB2cqaXGJM/BtVcKVBUrnivwQ9PuKir33Rf9FjrlumXUDr5bYza2ZjlY8HY3Rh49RRQKRIOcofsVyOxlTmGuU1eB3lKdKzbmhFygIIFJL1umjiRLxMNVELVyPaZLK0F06yapQKlXoQF8hSlYanxttGsgtH8HydKzBppOfU9DzJVaboInXzalijm5LRJsgDZZAdFA6QWyF3PWkQjT0kkvVJqnCU41QdzrQsEa6ebbMOOfC1mZT4CMm1B0bd0mOABns1Rn0H8dkby6MunA12IrhgdchlcVi4D89RZSsrUgZbd75uw18ZHsA3c1L8KhpyxD3Ac0Qo8T3sPaYk0wrenwYSJkvnjsiTioB3a+SMSqbMfVbUu292iLb9diGnpi5ijU1pfllKnSi8qd3ipDmxNJOLdDigVLJCPWNwi/DOEIueRtxEjUwaPgVx0sRnxkgiDn7K4VT/wkDwvvVFRnyGLwUqyklnHMBdiBYL0wxeBUYQ5P0=
[2026-05-14 00:44:20.353] [37016433] [INFO] [L3701643302T20260514004420336R96963] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF000700000137E1010000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003DFE43D7330108250503314200000000CDEE4D364630333900000000010D1B02009C40000000001700000000000000000000000020260514004420000000000000AA290037016433026A04AA640D013C730C6A04AA64CDEE4D3646303339000000000102FFFFFFFF000000005FAA290037016433026A04AA640D013C730C6A04AA64CDEE4D3646303339000000000102FFFFFFFFD5E3BDAD330100011741330125052302080005331B01000000000000000100000000000000000000010000000000000000000000370000000000000000000000000000000000000000000000000000000000000000000000000000000000000002008500000203F48AB9
[2026-05-14 00:44:20.354] [37016433] [INFO] [L3701643302T20260514004420336R96963] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039交易受理流程结束-失败原因：称重数据缺失
[2026-05-14 00:44:20.577] [37016433] [INFO] [L3701643302T20260514004420577R96964] [数据交互|收到设备控制服务数据] |02车道--外设控制服务输入信息(ETC交易受理E1)为FFFF008000000196E100370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003DFE43D73301082505033142D5E3BDAD330100010041202509242035092430200100000000000000000000CDEE4D36463033390000000000010D1B1B1709BF0E4C009C40002260FFFFFF034C4A31385234434C304733333032383532BDADBBB4C5C64846433432353150314BFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000765ADBD9D5E3BDAD330100011741330125052302080005332025092420350924CDEE4D3646303339000000001B010DAA290037012C11166A039D1610043D470D6A039D16CDEE4D364630333900000000010600B360FF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017786906604280100000000000000000000D633
[2026-05-14 00:44:20.578] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 00:44:20.579] [37016433] [INFO] [L3701643302T20260514004420577R96965] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643302_20260514004420579.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089045","hex":"37016433","type":1},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_3701643302_20260514004420581.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"3701643301\",\"tollLaneId\":\"G00153700500301010010\",\"receiveTime\":\"2026-05-14T00:44:20.581\",\"msgId\":\"37016433022026051400089045\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [OBU信息|系统信息] |收到OBU信息，标签号：3DFE43D7；OBU序列号：3301082505033142；启用时间：20250924；到期时间：20350924；发行方：浙江33010001；OBU状态：00100000
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：皖M6F039；车牌颜色：1；车型：13；车辆用户类型：27；核载质量：40000；整备质量：8800；车辆总重：16777215；核载人数：3
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [ETC卡信息|0002] |卡内余额：1985666009
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [ETC卡信息|0015] |发行方：浙江33010001；卡片类型：23；卡片版本：41；卡片网络号：3301；卡号：2505230208000533；启用时间：20250924；到期时间：20350924；用户类型：27；车牌号：皖M6F039；车牌颜色：1；车型：13
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [ETC卡信息|0019] |通行路网号：3701；通行收费站：2C11；通行车道：16；通行时间：2026-05-13 05:35:18；通行车型：16；通行状态：04；通行门架编号：3D470D；通行门架时间：2026-05-13 05:35:18；车牌号：皖M6F039；车牌颜色：1；货车轴数：6；货车总重：45920；车辆状态标识：FF 
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039开始进行校验
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：7；本站HEX：37016433；上次通行状态：04；上次通行站HEX：37012C11； 非重复交易
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2025-09-24 00:00:00；结束日期：2035-09-24 00:00:00；在有效期内
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询车型是否合规 车型：13；合规
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：浙江；发行方有效
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |判断是否为特殊车种 0015内车辆用户类型：27，ef01内车辆用户类型：27；该车辆为牵引拖挂车
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3301；标签号：3301082505033142；卡号：2505230208000533；车牌号：皖M6F039；车牌颜色：1
[2026-05-14 00:44:20.582] [37016433] [INFO] [L3701643302T20260514004420577R96965] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_3701643302_20260514004420582.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089047","info":[{"cardId":"33012505230208000533","obuId":"3301082505033142","queryType":1},{"vehicleId":"皖M6F039_1","queryType":2},{"cardId":"33012505230208000533","vehicleId":"皖M6F039_1","queryType":3},{"vehicleId":"皖M6F039_1","queryType":4},{"vehicleId":"皖M6F039_1","queryType":5},{"vehicleId":"皖M6F039_1","queryType":6},{"laneType":7,"vehicleId":"皖M6F039_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:20"}
[2026-05-14 00:44:20.589] [37016433] [INFO] [L3701643302T20260514004420577R96965] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_3701643302_20260514004420584.json","bizContent":"{\"receiveTime\":\"2026-05-14T00:44:20.584\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433022026051400089047\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:20.589] [37016433] [INFO] [L3701643302T20260514004420577R96965] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡发行期是否过期 启用日期：2025-09-24 00:00:00；结束日期：2035-09-24 00:00:00；在有效期内
