[2026-05-14 17:00:00.004] [3701643319] [INFO] [L3701643319T20260514165959959R11728] [数据交互|收到RSU数据] |RSU数据：FFFF00800000004A1C0000019E25B63A0637016433190000000000000000000001002FE101B2405F137800C9BDB6AB3701000116513701085600122673202604222036042210800101000000020000024B011871
[2026-05-14 17:31:58.367] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Barrier】：{"code":"0","msgId":"37016433192026051417588104","recvTime":"2026-05-14T17:31:57"}
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |所有socket对象[rsuSocket=Socket[addr=/10.37.244.9,port=36109,localport=9950], vtrSocket=Socket[addr=/10.37.244.9,port=51028,localport=9950], frontVlprSocket=Socket[addr=/10.37.244.9,port=37848,localport=9950], ioSocket=Socket[addr=/10.37.244.9,port=48815,localport=9950], boardSocket=Socket[addr=/10.37.244.9,port=33826,localport=9950]]
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |所有设备上次监控上报0C时间戳[rsuSocket=1778751118255, vtrSocket=1778751116336, frontVlprSocket=1778751117448, ioSocket=1778751114562, boardSocket=1778751117270]
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |当前设备socket标识rsuSocket,当前时间戳1778751119008,上一次监控上报时间戳1778751118255,差值753
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |当前设备socket标识vtrSocket,当前时间戳1778751119008,上一次监控上报时间戳1778751116336,差值2672
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |当前设备socket标识frontVlprSocket,当前时间戳1778751119008,上一次监控上报时间戳1778751117448,差值1560
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |当前设备socket标识ioSocket,当前时间戳1778751119008,上一次监控上报时间戳1778751114562,差值4446
[2026-05-14 17:31:59.008] [3701643319] [INFO] [定时任务] |当前设备socket标识boardSocket,当前时间戳1778751119008,上一次监控上报时间戳1778751117270,差值1738
[2026-05-14 17:32:00.867] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Trafficlight】：{"code":"1","msgId":"37016433192026051417588103","recvTime":"2026-05-14T17:31:57"}
[2026-05-14 17:32:00.867] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"1","msgId":"37016433192026051417588107","recvTime":"2026-05-14T17:31:57"}
[2026-05-14 17:32:00.867] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"1","msgId":"37016433192026051417588106","recvTime":"2026-05-14T17:31:57"}
[2026-05-14 17:32:07.857] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到车型识别设备模块数据] |车型识别设备数据：FFFF0010000000701C0000019E25B0E242370164331900000000000000000000010055E30101010B00001102103F190E070807C600000000C2B342473033313300000000001D0000006400000000202605141600346A058D8606010100000C010200012D01040000C601030000FE02010000000305000504B921
[2026-05-14 17:32:07.857] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [ ] [数据交互|收到车型识别设备模块数据] |车型识别设备结果上报：IdentificationResultReport(Hex=E30101010B00001102103F190E070807C600000000C2B342473033313300000000001D0000006400000000202605141600346A058D8606010100000C010200012D01040000C601030000FE02010000000305000504, SEQ=null, LEN=null, deviceType=E3, deviceIndex=01, deviceFuncType=01, axleFlag=01, identifyType=0B, vehicleAxleInfo=000011, vehicleAxleCount=02, vehicleWheelBase=103F, vehicleLength=190E, vehicleWidth=0708, vehicleHeigth=07C6, dangerousGoods=00, vehicleSpecial=000000, licenseCode=C2B342473033313300000000, licenseColor=00, vehicleSpeed=1D, vehicleModel=0000, vehicleColor=00, reliability=64, vehFeatureCode=0000, faceFeatureCode=0000, axleNum=20260514160034, axleTime=6A058D86, axleSize=06, axleType=010100000C010200012D01040000C601030000FE02010000000305000504, CRC=null)
[2026-05-14 17:32:07.857] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|下发上报确认C1帧] |C1：FFFF00100000001FC10000019E25D4413137016433190000000000000000E301010004E30101001F91
[2026-05-14 17:32:07.857] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/Axle】：{"axleFlag":1,"axleNum":"20260514160034","axleTime":"2026-05-14T16:53:26","dangerousGoods":0,"faceFeatureCode":"0000","identifyType":"11","msgId":"37016433192026051417296651","picId":null,"plateColor":0,"plateNum":"鲁BG0313","pushTime":"2026-05-14T17:32:07","reliability":100,"vehFeatureCode":"0000","vehicleAxleCount":2,"vehicleAxleInfo":"000011","vehicleColor":0,"vehicleHeigth":1990,"vehicleLength":6414,"vehicleModel":"0000","vehicleSpecial":0,"vehicleSpeed":29,"vehicleWheelBase":"4159","vehicleWidth":1800}
[2026-05-14 17:32:09.338] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |开始定时发布监控上报0C设备运行状态
[2026-05-14 17:32:09.339] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E101]运行状态-[DevState(msgId=2026051417296652, pushTime=2026-05-14T17:32:09, deviceType=E1, deviceIndex=01, state=0, connectStatus=0, runState=1, personalizedData=010000002137000724E23701020100000046819401000000011B2301000100)]
[2026-05-14 17:32:09.339] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E201]运行状态-[DevState(msgId=2026051417296653, pushTime=2026-05-14T17:32:09, deviceType=E2, deviceIndex=01, state=0, connectStatus=0, runState=1, personalizedData=0000000000)]
[2026-05-14 17:32:09.339] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[F401]运行状态-[DevState(msgId=2026051417296654, pushTime=2026-05-14T17:32:09, deviceType=F4, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.339] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/STMonitor/EncryptDevState】：TN3+flNpjKQtzmzbDNmGN+QC76IvxcR1MybKcs2of2Gl4T2FwnIywH4IlaP8pWOsfeMhiudUZkYfkSo0oU+BgU+xk3269AimgTnyyxGIVmyRK5FlXX9W9rbD1Kqq8iPefmDW+qjxn3/ayiKMg6Cn3iww/rkzGN0JoG4Ik/eF/9Ht7MuuGi3EU/Vqn08+rpqb1zmEelAmiwA8IGDEdXaUsOObWQY/eZ76hihcbprmJUMNtXD99oGsJK/6pHlLW7X8lnjNz0OARyFSs/ERZhSxJw==
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E301]运行状态-[DevState(msgId=2026051417296655, pushTime=2026-05-14T17:32:09, deviceType=E3, deviceIndex=01, state=0, connectStatus=0, runState=1, personalizedData=00000000000000)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E401]运行状态-[DevState(msgId=2026051417296656, pushTime=2026-05-14T17:32:09, deviceType=E4, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E402]运行状态-[DevState(msgId=2026051417296657, pushTime=2026-05-14T17:32:09, deviceType=E4, deviceIndex=02, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/STMonitor/EncryptDevState】：ZAtvfIY4+/XqAmbdSoTFej87vFkopDLuNfKZ6mIVqGcbbMWwY8I83Et8gxg9/oNI/gIzvPrD80HfKfCshpKBRRHCwr2w542DcjQ3Q1CueunmN0l2iK2y2mqvyL5kChIgW9amU/nKhV3k7CKvG92O5R4MyL5Qfxe25rWZmU8s1DnNHulQnHLoQq0hC3MC4/2XXX0tJlxplO7gak2Bxnt4hMa29voFPHXdxZI0NiRr1DgTp1zEVzM6fl6rxLDh035X
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E501]运行状态-[DevState(msgId=2026051417296658, pushTime=2026-05-14T17:32:09, deviceType=E5, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/STMonitor/DevState】：{"connectStatus":"0","deviceIndex":"02","deviceType":"E4","msgId":"2026051417296657","personalizedData":null,"pushTime":"2026-05-14T17:32:09","runState":"0","state":"1"}
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E502]运行状态-[DevState(msgId=2026051417296659, pushTime=2026-05-14T17:32:09, deviceType=E5, deviceIndex=02, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E601]运行状态-[DevState(msgId=2026051417296660, pushTime=2026-05-14T17:32:09, deviceType=E6, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.340] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/STMonitor/DevState】：{"connectStatus":"0","deviceIndex":"02","deviceType":"E5","msgId":"2026051417296659","personalizedData":null,"pushTime":"2026-05-14T17:32:09","runState":"0","state":"1"}
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E701]运行状态-[DevState(msgId=2026051417296661, pushTime=2026-05-14T17:32:09, deviceType=E7, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E801]运行状态-[DevState(msgId=2026051417296662, pushTime=2026-05-14T17:32:09, deviceType=E8, deviceIndex=01, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E901]运行状态-[DevState(msgId=2026051417296663, pushTime=2026-05-14T17:32:09, deviceType=E9, deviceIndex=01, state=0, connectStatus=0, runState=1, personalizedData=)]
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E506]运行状态-[DevState(msgId=2026051417296664, pushTime=2026-05-14T17:32:09, deviceType=E5, deviceIndex=06, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/STMonitor/DevState】：{"connectStatus":"0","deviceIndex":"01","deviceType":"E9","msgId":"2026051417296663","personalizedData":"","pushTime":"2026-05-14T17:32:09","runState":"1","state":"0"}
[2026-05-14 17:32:09.341] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [定时任务] |定时发布监控上报0C设备[E507]运行状态-[DevState(msgId=2026051417296665, pushTime=2026-05-14T17:32:09, deviceType=E5, deviceIndex=07, state=1, connectStatus=0, runState=0, personalizedData=null)]
[2026-05-14 17:32:09.593] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到监控上报0C帧] |设备监控上报0C原始帧-[FFFF0040000000C50C6A05968E37016433190000000000000000000000025EED00000AE4010000000000000020240530010A0000E4020000000000000020240530010A0000E5060000000000000020240530010A0000E5070000000000000020240530010A0000E5010000000000000020240530010A0000E5020000000000000020240530010A0000E6010000000000000020240530010A0000E7010000000000000020240530010A0000E8010000000000000020240530010A0000F4010000000000000020240530010A0000C09C]
[2026-05-14 17:32:09.593] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|下发监控上报返回C0帧] |设备监控上报返回C0已发送-FFFF0040000000B5C06A05969937016433190000000000000000E4010AE4010000000000000000000000000000E4020000000000000000000000000000E5060000000000000000000000000000E5070000000000000000000000000000E5010000000000000000000000000000E5020000000000000000000000000000E6010000000000000000000000000000E7010000000000000000000000000000E8010000000000000000000000000000F40100000000000000000000000000003D92
[2026-05-14 17:32:10.423] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到车辆检测器模块数据] |车辆检测器数据：FFFF00500000001F1C0000019E25D41FEF370164331900000000000000000000010004E506010170A8
[2026-05-14 17:32:10.423] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [ ] [设备信息|E5|车辆检测器|车检器6] |车检状态:车检器6有信号
[2026-05-14 17:32:10.423] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [处理流程|队列逻辑] |车道hex为:3701643319线圈为:6号,改变后的状态为:true
[2026-05-14 17:32:10.424] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|下发上报确认C1帧] |C1：FFFF00500000001FC10000019E25D44B3837016433190000000000000000E506010004E50601003A1A
[2026-05-14 17:32:10.424] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/VeDetector】：{"index":"06","msgId":"2026051417296666","pushTime":"2026-05-14T17:32:10","status":"1"}
[2026-05-14 17:32:10.477] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Display】,QOS 【1】, 内容:{"action":"1","fontColor":"2","fontLine":"0","fontSize":"0","keepTime":"0","msgId":"37016433192026051417588125","sendTime":"2026-05-14T17:32:09","text":"请放入通行卡或刷ETC卡___"}

[2026-05-14 17:32:10.477] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到远程值守服务数据] |接收到MQTT费显控制请求DevCtlDisplayAsk(msgId=37016433192026051417588125, sendTime=2026-05-14T17:32:09, action=1, clearType=null, fontColor=2, fontSize=0, fontLine=0, keepTime=0, text=请放入通行卡或刷ETC卡___)
[2026-05-14 17:32:10.477] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到远程值守服务数据] |费显控制消息(默认控制 费显/后费显)-显示内容：请放入通行卡或刷ETC卡___
[2026-05-14 17:32:10.477] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|发送信息显示屏模块数据] |信息显示屏指令内容：E6010102000000C7EBB7C5C8EBCDA8D0D0BFA8BBF2CBA2455443BFA85F5F5F, 待显示文本:请放入通行卡或刷ETC卡___,发送的hex:FFFF00060000003A1B0000019E25D44B6D37016433190000000000000000E60101001FE6010102000000C7EBB7C5C8EBCDA8D0D0BFA8BBF2CBA2455443BFA85F5F5F20E5
[2026-05-14 17:32:10.482] [3701643319] [INFO] [数据交互|收到信息显示屏模块数据] |信息显示屏数据：FFFF00060000001FB10000019E25D4202A370164331900000000000000000000010004E601010027CB
[2026-05-14 17:32:10.482] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [设备信息|E6|信息显示屏|显示屏1] |信息显示屏显示控制成功
[2026-05-14 17:32:10.978] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"0","msgId":"37016433192026051417588125","recvTime":"2026-05-14T17:32:10"}
[2026-05-14 17:32:11.152] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到高清车牌图像识别设备模块数据] |高清车牌识别设备数据FFFF0007000000501C00000000278BBD90370164331900000000000000000000010035E2010201202605141700186A05969AC2B3424730333133000000000000000000600000000003010100473A020100473A030100473A3E9E
[2026-05-14 17:32:11.152] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|下发上报确认C1帧] |C1：FFFF00070000001FC10000019E25D44E1037016433190000000000000000E201010004E2010200D61C
[2026-05-14 17:32:11.152] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到高清车牌图像识别设备模块数据] |车牌识别结果上传抓拍时间6A05969A，转时间戳1778751130,转标准时间格式2026-05-14 17:32:10,
[2026-05-14 17:32:11.152] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到高清车牌图像识别设备模块数据] |当前时间转标准时间格式2026-05-14 17:32:11
[2026-05-14 17:32:11.152] [3701643319] [INFO] [L3701643319T20260514172232097R12694] [数据交互|收到高清车牌图像识别设备模块数据] |前车牌识别设备结果上报：VehPlateReport(Hex=E2010201202605141700186A05969AC2B3424730333133000000000000000000600000000003010100473A020100473A030100473A, SEQ=null, LEN=null, deviceType=E2, deviceIndex=01, deviceFuncType=02, picflag=01, picNum=20260514170018, picTime=6A05969A, licenseCode=C2B342473033313300000000, licenseColor=0, vehicleSpeed=0, vehicleModel=0000, vehicleColor=0, reliability=96, vehFeatureCode=0000, faceFeatureCode=0000, picSize=3, picType=010100473A020100473A030100473A, CRC=null)
